Transaction ID,Date,Day of Week,Time,Type of Card,Entry Mode,Amount,Type of Transaction,Merchant Group,Country of Transaction,Shipping Address,Country of Residence,Gender,Age,Bank,Fraud
#3668 472,13-Oct-20,Tuesday,9,Visa,PIN,£22,ATM,Children,USA,USA,USA,M,53.5,Metro,0
#3469 739,13-Oct-20,Tuesday,10,Visa,PIN,£8,ATM,Services,USA,USA,United Kingdom,F,44.1,Halifax,1
#2620 891,14-Oct-20,Wednesday,10,MasterCard,PIN,£20,ATM,Electronics,USA,USA,USA,F,26.4,Barlcays,0
#2833 343,14-Oct-20,Wednesday,12,Visa,PIN,£27,ATM,Entertainment,USA,USA,USA,F,37.2,Metro,0
#3186 666,14-Oct-20,Wednesday,12,Visa,PIN,£7,ATM,Children,USA,USA,USA,M,37.5,Barclays,0
#2973 834,14-Oct-20,Wednesday,12,MasterCard,PIN,£24,ATM,Children,USA,USA,USA,M,37.9,Barclays,0
#2548 841,14-Oct-20,Wednesday,1,MasterCard,PIN,£9,ATM,Fashion,USA,USA,United Kingdom,F,31.6,Monzo,1
#3128 475,13-Oct-20,Tuesday,14,MasterCard,PIN,£370,ATM,Gaming,USA,USA,United Kingdom,M,40.6,RBS,0
#2626 003,14-Oct-20,Wednesday,9,MasterCard,PIN,£13,ATM,Subscription,USA,USA,USA,F,30.3,Barclays,0
#2720 000,14-Oct-20,Wednesday,15,Visa,PIN,£7,ATM,Food,USA,USA,USA,M,43.5,Monzo,0
#3091 039,13-Oct-20,Tuesday,7,Visa,PIN,£6,ATM,Electronics,USA,USA,USA,F,43.1,Barclays,0
#2808 625,13-Oct-20,Tuesday,7,MasterCard,PIN,£237,ATM,Children,USA,USA,United Kingdom,F,21.6,Metro,0
#2756 077,14-Oct-20,Wednesday,22,Visa,PIN,£368,ATM,Gaming,USA,USA,USA,F,57.1,Barlcays,0
#2794 123,14-Oct-20,Wednesday,3,MasterCard,PIN,£5,ATM,Electronics,USA,USA,United Kingdom,M,67.9,Barlcays,1
#3626 144,13-Oct-20,Tuesday,18,MasterCard,PIN,£12,ATM,Children,USA,USA,USA,M,42.5,Barclays,0
#3661 733,13-Oct-20,Tuesday,10,MasterCard,PIN,£347,ATM,Gaming,USA,United Kingdom,USA,M,46.8,Halifax,0
#2977 082,13-Oct-20,Tuesday,5,Visa,PIN,£28,ATM,Services,USA,USA,United Kingdom,M,44.9,Barlcays,1
#3346 073,14-Oct-20,Wednesday,19,Visa,PIN,£12,ATM,Food,USA,USA,USA,F,35.6,Barclays,0
#3317 508,14-Oct-20,Wednesday,12,Visa,PIN,£17,ATM,Services,USA,USA,USA,F,29.7,Barclays,0
#3500 701,13-Oct-20,Tuesday,8,MasterCard,PIN,£30,ATM,Fashion,USA,USA,USA,M,39.4,HSBC,0
#3332 011,14-Oct-20,Wednesday,11,MasterCard,PIN,£30,ATM,Food,USA,USA,USA,F,49.1,Barclays,0
#3650 854,13-Oct-20,Tuesday,15,Visa,PIN,£16,ATM,Restaurant,USA,USA,USA,F,23.6,HSBC,0
#3092 688,13-Oct-20,Tuesday,19,Visa,PIN,£188,ATM,Electronics,USA,USA,USA,M,50.5,Metro,0
#3164 517,14-Oct-20,Wednesday,23,Visa,PIN,£29,ATM,Products,USA,USA,United Kingdom,M,42.9,HSBC,1
#3122 742,13-Oct-20,Tuesday,10,MasterCard,PIN,£62,ATM,Products,USA,USA,USA,F,35.8,Halifax,0
#2639 248,14-Oct-20,Wednesday,8,Visa,PIN,£199,ATM,Subscription,USA,USA,United Kingdom,M,19.3,Monzo,0
#3109 228,14-Oct-20,Wednesday,14,Visa,PIN,£28,ATM,Food,USA,USA,USA,M,32.9,RBS,0
#2562 114,14-Oct-20,Wednesday,17,Visa,PIN,£29,ATM,Services,USA,USA,USA,F,33.1,Barclays,0
#3017 385,14-Oct-20,Wednesday,11,Visa,PIN,£17,ATM,Food,USA,USA,USA,M,50.3,HSBC,0
#3488 983,14-Oct-20,Wednesday,3,Visa,PIN,£29,ATM,Entertainment,USA,USA,United Kingdom,M,56.2,Barclays,1
#3178 871,14-Oct-20,Wednesday,7,Visa,PIN,£35,ATM,Subscription,USA,USA,USA,M,55.1,Barclays,0
#3661 000,14-Oct-20,Wednesday,22,MasterCard,PIN,£11,ATM,Subscription,USA,USA,United Kingdom,M,35.5,Monzo,1
#3523 778,14-Oct-20,Wednesday,19,MasterCard,PIN,£53,ATM,Food,USA,USA,United Kingdom,M,38.1,HSBC,0
#3407 514,13-Oct-20,Tuesday,21,MasterCard,PIN,£25,ATM,Services,USA,USA,United Kingdom,F,36.2,HSBC,0
#2949 891,13-Oct-20,Tuesday,2,Visa,PIN,£20,ATM,Children,USA,USA,United Kingdom,F,57.9,Lloyds,1
#2806 041,14-Oct-20,Wednesday,18,Visa,PIN,£69,ATM,Products,USA,USA,United Kingdom,F,48.1,Barclays,0
#2859 043,14-Oct-20,Wednesday,12,Visa,PIN,£17,ATM,Children,USA,USA,USA,F,32.3,Metro,0
#2703 767,14-Oct-20,Wednesday,10,MasterCard,PIN,£29,ATM,Subscription,USA,USA,USA,F,38.6,Metro,0
#3230 505,13-Oct-20,Tuesday,21,Visa,PIN,£19,ATM,Gaming,USA,USA,USA,F,44.1,HSBC,0
#3111 448,13-Oct-20,Tuesday,10,Visa,PIN,£164,ATM,Food,USA,USA,United Kingdom,M,45.6,Barclays,0
#2612 318,14-Oct-20,Wednesday,23,Visa,PIN,£329,ATM,Subscription,USA,USA,United Kingdom,M,40.5,Barclays,0
#2653 147,14-Oct-20,Wednesday,19,MasterCard,PIN,£96,ATM,Subscription,USA,USA,USA,M,48.2,Lloyds,0
#2914 686,14-Oct-20,Wednesday,14,MasterCard,PIN,£30,ATM,Electronics,USA,United Kingdom,USA,M,26.8,Barclays,0
#3038 204,13-Oct-20,Tuesday,20,Visa,PIN,£51,ATM,Fashion,USA,USA,United Kingdom,M,46.7,Barclays,0
#3419 220,13-Oct-20,Tuesday,12,Visa,PIN,£6,ATM,Fashion,USA,USA,USA,F,48.5,Barclays,0
#3244 288,14-Oct-20,Wednesday,0,MasterCard,PIN,£90,ATM,Fashion,USA,USA,United Kingdom,M,40.9,Lloyds,1
#3414 602,13-Oct-20,Tuesday,22,MasterCard,PIN,£23,ATM,Restaurant,USA,USA,USA,M,63.8,Barclays,0
#2746 434,14-Oct-20,Wednesday,18,MasterCard,PIN,£105,ATM,Gaming,USA,USA,United Kingdom,F,45.7,Barclays,0
#3123 614,14-Oct-20,Wednesday,17,Visa,PIN,£19,ATM,Services,USA,USA,United Kingdom,F,39.2,RBS,0
#2628 882,13-Oct-20,Tuesday,20,Visa,PIN,£241,ATM,Subscription,USA,USA,USA,F,26.5,Barlcays,0
#3253 201,14-Oct-20,Wednesday,9,MasterCard,PIN,£25,ATM,Fashion,USA,USA,USA,M,43.8,Barlcays,0
#2582 978,14-Oct-20,Wednesday,15,Visa,PIN,£130,ATM,Children,USA,USA,USA,M,54.2,Barlcays,0
#2638 279,13-Oct-20,Tuesday,19,MasterCard,PIN,£94,ATM,Entertainment,USA,USA,USA,F,46.3,RBS,0
#3182 000,13-Oct-20,Tuesday,1,Visa,PIN,£305,ATM,Children,USA,USA,United Kingdom,M,35,Barclays,1
#2937 469,14-Oct-20,Wednesday,22,Visa,PIN,£5,ATM,Children,USA,USA,United Kingdom,F,46.6,Barclays,1
#2957 906,14-Oct-20,Wednesday,11,MasterCard,PIN,£19,ATM,Subscription,USA,USA,USA,F,27.8,Barclays,0
#3288 880,13-Oct-20,Tuesday,20,Visa,PIN,£134,ATM,Entertainment,USA,USA,USA,M,59.2,HSBC,0
#3504 912,14-Oct-20,Wednesday,11,Visa,PIN,£314,ATM,Subscription,USA,USA,USA,M,45.6,HSBC,0
#3521 571,14-Oct-20,Wednesday,18,Visa,PIN,£299,ATM,Restaurant,USA,USA,USA,M,42.4,Metro,0
#2950 121,13-Oct-20,Tuesday,9,MasterCard,PIN,£24,ATM,Food,USA,USA,USA,M,43.8,Lloyds,0
#3045 586,14-Oct-20,Wednesday,15,MasterCard,PIN,£337,ATM,Services,USA,USA,United Kingdom,M,29.1,RBS,0
#3175 677,14-Oct-20,Wednesday,13,Visa,PIN,£207,ATM,Entertainment,USA,USA,United Kingdom,M,30.7,Barclays,0
#2945 898,13-Oct-20,Tuesday,20,MasterCard,PIN,£283,ATM,Entertainment,USA,USA,United Kingdom,F,61.2,Monzo,0
#2681 790,14-Oct-20,Wednesday,17,MasterCard,PIN,£256,ATM,Gaming,USA,USA,United Kingdom,F,41.9,Barlcays,0
#3488 053,13-Oct-20,Tuesday,14,Visa,PIN,£236,ATM,Food,USA,USA,USA,F,41.1,Barlcays,0
#3622 927,13-Oct-20,Tuesday,14,Visa,PIN,£17,ATM,Fashion,USA,USA,United Kingdom,F,54.2,HSBC,1
#2799 670,13-Oct-20,Tuesday,13,Visa,PIN,£14,ATM,Subscription,USA,USA,USA,F,39.8,Metro,0
#2626 955,14-Oct-20,Wednesday,21,Visa,PIN,£228,ATM,Fashion,USA,USA,USA,M,36.2,Barclays,0
#3084 543,14-Oct-20,Wednesday,1,Visa,PIN,£21,ATM,Children,USA,United Kingdom,USA,M,45.2,Metro,1
#3105 891,14-Oct-20,Wednesday,21,MasterCard,PIN,£133,ATM,Electronics,USA,USA,United Kingdom,M,41.3,Barclays,1
#2866 445,14-Oct-20,Wednesday,19,MasterCard,PIN,£311,ATM,Fashion,USA,USA,USA,M,30.3,Barclays,0
#3209 512,13-Oct-20,Tuesday,10,Visa,PIN,£29,ATM,Food,USA,USA,United Kingdom,F,48.2,Barclays,1
#3676 119,13-Oct-20,Tuesday,13,MasterCard,PIN,£243,ATM,Food,USA,USA,USA,M,41.8,Barclays,0
#2667 267,13-Oct-20,Tuesday,21,Visa,PIN,£120,ATM,Subscription,USA,USA,USA,M,44.7,Barclays,0
#2830 537,13-Oct-20,Tuesday,21,MasterCard,PIN,£56,ATM,Restaurant,USA,United Kingdom,USA,F,44.7,Metro,0
#2771 511,13-Oct-20,Tuesday,20,Visa,PIN,£17,ATM,Services,USA,USA,United Kingdom,F,39.1,Barlcays,1
#2720 602,13-Oct-20,Tuesday,18,Visa,PIN,£385,ATM,Fashion,USA,USA,USA,M,35.2,Lloyds,0
#2935 235,13-Oct-20,Tuesday,21,MasterCard,PIN,£232,ATM,Fashion,USA,USA,USA,M,44.9,HSBC,0
#2916 295,14-Oct-20,Wednesday,14,MasterCard,PIN,£387,ATM,Children,USA,USA,United Kingdom,F,31.2,Halifax,0
#3431 215,13-Oct-20,Tuesday,14,Visa,PIN,£19,ATM,Children,USA,USA,United Kingdom,M,47.5,HSBC,1
#2741 650,13-Oct-20,Tuesday,16,MasterCard,PIN,£29,ATM,Entertainment,USA,USA,USA,F,36.2,Lloyds,0
#3278 973,13-Oct-20,Tuesday,7,Visa,PIN,£6,ATM,Gaming,USA,USA,USA,M,36.4,Halifax,0
#3573 304,13-Oct-20,Tuesday,23,Visa,PIN,£81,ATM,Gaming,USA,USA,United Kingdom,M,50.4,Barclays,0
#3647 841,13-Oct-20,Tuesday,16,Visa,PIN,£143,ATM,Children,USA,USA,USA,F,41.8,Barlcays,0
#2661 167,14-Oct-20,Wednesday,22,MasterCard,PIN,£230,ATM,Fashion,USA,USA,USA,M,69.3,Lloyds,0
#3025 676,14-Oct-20,Wednesday,9,Visa,PIN,£138,ATM,Entertainment,USA,USA,USA,F,47.3,HSBC,0
#2778 725,14-Oct-20,Wednesday,6,Visa,PIN,£19,ATM,Children,USA,USA,United Kingdom,M,34,Monzo,1
#3417 171,14-Oct-20,Wednesday,9,Visa,PIN,£21,ATM,Services,USA,USA,United Kingdom,F,41.9,HSBC,1
#3371 791,14-Oct-20,Wednesday,18,Visa,PIN,£35,ATM,Food,USA,USA,USA,F,46.6,Barclays,0
#3542 337,13-Oct-20,Tuesday,14,Visa,PIN,£13,ATM,Services,USA,USA,USA,M,31.6,Monzo,0
#2887 279,13-Oct-20,Tuesday,7,MasterCard,PIN,£5,ATM,Services,USA,USA,USA,M,54.4,Monzo,0
#3674 928,13-Oct-20,Tuesday,20,MasterCard,PIN,£7,ATM,Products,USA,USA,USA,M,52.4,Barclays,0
#3349 812,13-Oct-20,Tuesday,8,Visa,PIN,£64,ATM,Products,USA,USA,USA,M,47.8,Lloyds,0
#3329 937,14-Oct-20,Wednesday,21,MasterCard,PIN,£340,ATM,Fashion,USA,USA,USA,M,49.2,Barclays,0
#3514 259,13-Oct-20,Tuesday,20,Visa,PIN,£12,ATM,Services,USA,USA,USA,F,47.3,Lloyds,0
#3029 272,13-Oct-20,Tuesday,20,MasterCard,PIN,£30,ATM,Food,USA,USA,USA,F,51.9,Metro,0
#3273 442,14-Oct-20,Wednesday,9,MasterCard,PIN,£117,ATM,Fashion,USA,USA,USA,M,50.7,Lloyds,0
#3168 704,14-Oct-20,Wednesday,12,Visa,PIN,£163,ATM,Services,USA,USA,USA,M,52.5,Lloyds,0
#3303 584,14-Oct-20,Wednesday,9,MasterCard,PIN,£259,ATM,Food,USA,USA,United Kingdom,F,36.6,Halifax,0
#2910 184,13-Oct-20,Tuesday,14,Visa,PIN,£105,ATM,Electronics,USA,USA,USA,M,35.6,Barlcays,0
#3481 501,13-Oct-20,Tuesday,8,Visa,PIN,£9,ATM,Restaurant,USA,USA,USA,F,36.6,Halifax,0
#3555 283,13-Oct-20,Tuesday,16,MasterCard,PIN,£103,ATM,Gaming,USA,USA,USA,F,45.1,Barlcays,0
#3229 975,14-Oct-20,Wednesday,13,Visa,PIN,£67,ATM,Food,USA,USA,USA,F,50.9,Monzo,0
#3652 583,14-Oct-20,Wednesday,8,MasterCard,PIN,£221,ATM,Subscription,USA,USA,United Kingdom,M,44.8,Monzo,0
#3145 195,13-Oct-20,Tuesday,9,MasterCard,PIN,£21,ATM,Entertainment,USA,USA,USA,M,59.4,Lloyds,0
#2882 880,14-Oct-20,Wednesday,8,Visa,PIN,£208,ATM,Restaurant,USA,USA,United Kingdom,F,62.6,Monzo,0
#3250 661,13-Oct-20,Tuesday,12,Visa,PIN,£263,ATM,Services,USA,USA,United Kingdom,F,63,Halifax,0
#3263 367,14-Oct-20,Wednesday,10,Visa,PIN,£5,ATM,Gaming,USA,USA,United Kingdom,M,59.7,Halifax,1
#3305 770,14-Oct-20,Wednesday,16,MasterCard,PIN,£24,ATM,Products,USA,USA,United Kingdom,F,54.6,Metro,0
#2656 384,13-Oct-20,Tuesday,19,Visa,PIN,£22,ATM,Subscription,USA,USA,USA,F,39.3,Lloyds,0
#2982 898,13-Oct-20,Tuesday,17,MasterCard,PIN,£28,ATM,Electronics,USA,USA,United Kingdom,F,33.9,Barclays,1
#2837 617,13-Oct-20,Tuesday,19,Visa,PIN,£10,ATM,Entertainment,USA,USA,United Kingdom,M,23.9,RBS,1
#3226 124,14-Oct-20,Wednesday,8,Visa,PIN,£129,ATM,Gaming,USA,USA,USA,F,61.7,Metro,0
#2997 713,14-Oct-20,Wednesday,3,MasterCard,PIN,£14,ATM,Electronics,USA,USA,United Kingdom,M,28.6,Monzo,1
#3132 205,14-Oct-20,Wednesday,14,MasterCard,PIN,£5,ATM,Products,USA,USA,USA,F,36.6,Halifax,0
#2858 881,14-Oct-20,Wednesday,14,Visa,PIN,£21,ATM,Restaurant,USA,USA,USA,M,48.1,Metro,0
#3652 835,13-Oct-20,Tuesday,23,Visa,PIN,£99,ATM,Food,USA,USA,United Kingdom,F,56.2,Barclays,0
#3346 903,13-Oct-20,Tuesday,13,MasterCard,PIN,£10,ATM,Gaming,USA,USA,USA,F,45.4,Lloyds,0
#2722 981,13-Oct-20,Tuesday,18,Visa,PIN,£123,ATM,Products,USA,USA,USA,M,48.7,Barlcays,0
#2990 761,13-Oct-20,Tuesday,10,MasterCard,PIN,£96,ATM,Children,USA,USA,United Kingdom,F,41.1,Halifax,1
#2566 521,13-Oct-20,Tuesday,8,Visa,PIN,£6,ATM,Services,USA,USA,USA,M,48.1,Barclays,0
#2930 488,14-Oct-20,Wednesday,9,MasterCard,PIN,£302,ATM,Services,USA,USA,United Kingdom,F,56.4,Metro,0
#2594 765,14-Oct-20,Wednesday,21,MasterCard,PIN,£212,ATM,Subscription,USA,USA,United Kingdom,F,23.5,Monzo,0
#3508 273,14-Oct-20,Wednesday,19,MasterCard,PIN,£25,ATM,Children,USA,USA,USA,F,26.2,Barclays,0
#2976 712,14-Oct-20,Wednesday,18,MasterCard,PIN,£400,ATM,Products,USA,USA,USA,F,54.1,HSBC,0
#3382 151,14-Oct-20,Wednesday,11,Visa,PIN,£6,ATM,Electronics,USA,USA,USA,F,46.6,HSBC,0
#3593 338,14-Oct-20,Wednesday,9,MasterCard,PIN,£5,ATM,Fashion,USA,USA,USA,M,50.7,Halifax,0
#3474 644,13-Oct-20,Tuesday,22,MasterCard,PIN,£9,ATM,Food,USA,USA,United Kingdom,M,52.8,Halifax,0
#2998 580,14-Oct-20,Wednesday,17,MasterCard,PIN,£221,ATM,Entertainment,USA,USA,USA,M,46.3,RBS,0
#2698 371,14-Oct-20,Wednesday,7,MasterCard,PIN,£12,ATM,Entertainment,USA,USA,USA,M,35.4,Barclays,0
#2870 659,13-Oct-20,Tuesday,11,MasterCard,PIN,£27,ATM,Products,USA,USA,USA,M,34.1,Metro,0
#2734 225,13-Oct-20,Tuesday,22,Visa,PIN,£24,ATM,Services,USA,USA,USA,F,53,Barlcays,0
#3318 073,13-Oct-20,Tuesday,6,Visa,PIN,£17,ATM,Subscription,USA,USA,United Kingdom,F,66.1,Barclays,1
#2989 578,14-Oct-20,Wednesday,5,MasterCard,PIN,£7,ATM,Entertainment,USA,USA,United Kingdom,M,51.9,Barclays,1
#2960 803,14-Oct-20,Wednesday,22,MasterCard,PIN,£12,ATM,Services,USA,USA,United Kingdom,M,42.8,RBS,0
#3614 171,14-Oct-20,Wednesday,18,Visa,PIN,£23,ATM,Electronics,USA,USA,USA,M,49.7,Metro,0
#3339 654,14-Oct-20,Wednesday,16,Visa,PIN,£19,ATM,Services,USA,USA,United Kingdom,M,41.2,Metro,1
#3496 425,13-Oct-20,Tuesday,7,MasterCard,PIN,£20,ATM,Entertainment,USA,USA,United Kingdom,F,50,Barlcays,0
#2619 710,14-Oct-20,Wednesday,11,MasterCard,PIN,£377,ATM,Electronics,USA,United Kingdom,USA,F,36,Barclays,0
#2697 157,13-Oct-20,Tuesday,20,MasterCard,PIN,£21,ATM,Products,USA,USA,United Kingdom,F,61.4,Metro,0
#3128 940,13-Oct-20,Tuesday,7,MasterCard,PIN,£15,ATM,Services,USA,USA,USA,F,36.4,Barclays,0
#3053 004,14-Oct-20,Wednesday,7,MasterCard,PIN,£14,ATM,Fashion,USA,USA,USA,M,34.3,Barlcays,0
#2860 511,14-Oct-20,Wednesday,8,MasterCard,PIN,£66,ATM,Children,USA,USA,United Kingdom,M,35.2,Barlcays,0
#3469 887,13-Oct-20,Tuesday,1,Visa,PIN,£11,ATM,Children,USA,USA,United Kingdom,M,49,Barclays,1
#3030 909,13-Oct-20,Tuesday,16,MasterCard,PIN,£22,ATM,Gaming,USA,USA,United Kingdom,M,45.3,Halifax,0
#3109 078,14-Oct-20,Wednesday,15,Visa,PIN,£269,ATM,Entertainment,USA,USA,USA,M,39.3,Barlcays,0
#3279 621,13-Oct-20,Tuesday,14,Visa,PIN,£22,ATM,Children,USA,USA,USA,M,36,Monzo,0
#3126 953,13-Oct-20,Tuesday,15,Visa,PIN,£25,ATM,Entertainment,USA,USA,USA,F,48.3,Barclays,0
#3200 690,14-Oct-20,Wednesday,17,Visa,PIN,£7,ATM,Restaurant,USA,United Kingdom,USA,M,55.5,Barclays,0
#3033 942,14-Oct-20,Wednesday,9,Visa,PIN,£22,ATM,Gaming,USA,USA,United Kingdom,F,55.5,Halifax,0
#2571 194,14-Oct-20,Wednesday,23,MasterCard,PIN,£23,ATM,Subscription,USA,USA,USA,M,65.5,Barclays,0
#2697 745,13-Oct-20,Tuesday,21,MasterCard,PIN,£11,ATM,Subscription,USA,USA,United Kingdom,F,52.8,RBS,0
#2611 661,14-Oct-20,Wednesday,17,MasterCard,PIN,£22,ATM,Gaming,USA,USA,United Kingdom,F,50.5,RBS,0
#3569 025,13-Oct-20,Tuesday,10,Visa,PIN,£278,ATM,Products,USA,United Kingdom,USA,F,38.9,RBS,0
#3594 347,14-Oct-20,Wednesday,13,MasterCard,PIN,£345,ATM,Services,USA,USA,United Kingdom,F,38.1,Barlcays,0
#3123 443,13-Oct-20,Tuesday,21,MasterCard,PIN,£29,ATM,Gaming,USA,USA,USA,F,46.5,Halifax,0
#3683 509,13-Oct-20,Tuesday,15,MasterCard,PIN,£12,ATM,Electronics,USA,USA,United Kingdom,M,62,HSBC,1
#2838 111,14-Oct-20,Wednesday,7,Visa,PIN,£29,ATM,Electronics,USA,USA,USA,M,51.5,Barclays,0
#2812 028,14-Oct-20,Wednesday,10,Visa,PIN,£298,ATM,Subscription,USA,USA,United Kingdom,F,45.8,Barclays,0
#3461 010,13-Oct-20,Tuesday,23,MasterCard,PIN,£15,ATM,Subscription,USA,USA,USA,M,63,RBS,0
#3411 603,14-Oct-20,Wednesday,13,Visa,PIN,£19,ATM,Entertainment,USA,USA,USA,F,38.2,Barclays,0
#3411 539,14-Oct-20,Wednesday,20,Visa,PIN,£48,ATM,Services,USA,USA,USA,M,44.5,Monzo,0
#3107 379,14-Oct-20,Wednesday,14,MasterCard,PIN,£264,ATM,Restaurant,USA,USA,United Kingdom,M,68.6,Lloyds,0
#3206 930,13-Oct-20,Tuesday,11,MasterCard,PIN,£8,ATM,Electronics,USA,USA,USA,M,48.1,Halifax,0
#3198 937,13-Oct-20,Tuesday,15,Visa,PIN,£20,ATM,Gaming,USA,USA,USA,M,59.5,Halifax,0
#2629 166,13-Oct-20,Tuesday,20,MasterCard,PIN,£156,ATM,Entertainment,USA,USA,United Kingdom,M,41.7,RBS,0
#2984 164,13-Oct-20,Tuesday,14,Visa,PIN,£189,ATM,Products,USA,USA,USA,M,51.9,HSBC,0
#3096 752,14-Oct-20,Wednesday,21,MasterCard,PIN,£23,ATM,Entertainment,USA,USA,USA,F,49.6,RBS,0
#3218 587,14-Oct-20,Wednesday,0,Visa,PIN,£163,ATM,Children,USA,USA,United Kingdom,M,47,Metro,1
#2594 666,14-Oct-20,Wednesday,15,MasterCard,PIN,£21,ATM,Children,USA,USA,USA,M,54.9,Barclays,0
#3646 332,13-Oct-20,Tuesday,23,Visa,PIN,£26,ATM,Gaming,USA,USA,United Kingdom,F,42.3,Barclays,0
#3229 505,14-Oct-20,Wednesday,8,MasterCard,PIN,£249,ATM,Services,USA,USA,United Kingdom,M,49.5,Metro,0
#3645 677,13-Oct-20,Tuesday,22,MasterCard,PIN,£15,ATM,Fashion,USA,USA,USA,M,41.1,Halifax,0
#2568 952,13-Oct-20,Tuesday,23,Visa,PIN,£280,ATM,Food,USA,USA,USA,M,41.3,Monzo,0
#3325 471,13-Oct-20,Tuesday,11,MasterCard,PIN,£21,ATM,Gaming,USA,USA,USA,F,36.2,Barclays,0
#3316 984,14-Oct-20,Wednesday,7,Visa,PIN,£6,ATM,Services,USA,USA,USA,F,44.9,Barlcays,0
#2697 839,14-Oct-20,Wednesday,22,Visa,PIN,£21,ATM,Children,USA,USA,USA,M,43.8,Barlcays,0
#2848 177,13-Oct-20,Tuesday,7,MasterCard,PIN,£25,ATM,Fashion,USA,USA,USA,F,59.9,Barclays,0
#3582 026,13-Oct-20,Tuesday,13,MasterCard,PIN,£93,ATM,Services,USA,USA,United Kingdom,M,42.9,Halifax,0
#3595 119,14-Oct-20,Wednesday,9,Visa,PIN,£135,ATM,Restaurant,USA,USA,USA,F,38.6,Barclays,0
#3242 616,14-Oct-20,Wednesday,19,MasterCard,PIN,£15,ATM,Children,USA,USA,USA,F,58.6,Metro,0
#2867 140,13-Oct-20,Tuesday,9,MasterCard,PIN,£6,ATM,Gaming,USA,USA,USA,F,45.8,Barclays,0
#3542 420,14-Oct-20,Wednesday,8,Visa,PIN,£140,ATM,Products,USA,USA,USA,M,58.6,Barlcays,0
#3659 729,13-Oct-20,Tuesday,20,MasterCard,PIN,£334,ATM,Entertainment,USA,USA,USA,M,51.5,Monzo,0
#3203 993,14-Oct-20,Wednesday,20,MasterCard,PIN,£28,ATM,Children,USA,USA,USA,M,39.8,Halifax,0
#2665 232,13-Oct-20,Tuesday,18,Visa,PIN,£89,ATM,Gaming,USA,USA,USA,M,59,Metro,0
#3107 532,14-Oct-20,Wednesday,10,Visa,PIN,£280,ATM,Children,USA,USA,United Kingdom,F,39,Monzo,0
#3371 582,14-Oct-20,Wednesday,20,Visa,PIN,£37,ATM,Services,USA,USA,United Kingdom,M,47.8,Barclays,0
#2583 053,13-Oct-20,Tuesday,10,Visa,PIN,£345,ATM,Restaurant,USA,USA,USA,M,51.6,Barclays,0
#2877 779,13-Oct-20,Tuesday,22,MasterCard,PIN,£112,ATM,Gaming,USA,USA,USA,F,27.9,Barclays,0
#3417 176,14-Oct-20,Wednesday,13,Visa,PIN,£89,ATM,Children,USA,USA,USA,F,43.4,Barclays,0
#2838 140,14-Oct-20,Wednesday,21,Visa,PIN,£105,ATM,Subscription,USA,USA,United Kingdom,F,38.6,Barclays,0
#2598 559,13-Oct-20,Tuesday,19,Visa,PIN,£20,ATM,Electronics,USA,USA,USA,M,46.2,Metro,0
#3437 707,14-Oct-20,Wednesday,21,Visa,PIN,£313,ATM,Food,USA,USA,USA,F,45.9,Monzo,0
#2820 999,14-Oct-20,Wednesday,13,Visa,PIN,£13,ATM,Products,USA,USA,United Kingdom,F,62,Halifax,0
#2968 849,14-Oct-20,Wednesday,8,Visa,PIN,£23,ATM,Subscription,USA,USA,USA,M,53,Lloyds,0
#3256 977,13-Oct-20,Tuesday,13,Visa,PIN,£265,ATM,Entertainment,USA,USA,USA,M,59,Metro,0
#3079 233,13-Oct-20,Tuesday,20,MasterCard,PIN,£324,ATM,Services,USA,USA,USA,F,37.8,Monzo,0
#2644 905,14-Oct-20,Wednesday,14,MasterCard,PIN,£356,ATM,Restaurant,USA,USA,United Kingdom,M,43.6,Barclays,0
#3305 366,13-Oct-20,Tuesday,13,Visa,PIN,£388,ATM,Services,USA,USA,United Kingdom,F,36.3,Barclays,0
#2698 666,13-Oct-20,Tuesday,16,Visa,PIN,£30,ATM,Restaurant,USA,USA,United Kingdom,M,43.4,Barlcays,0
#2679 921,13-Oct-20,Tuesday,12,Visa,PIN,£327,ATM,Gaming,USA,USA,USA,M,57.6,Barclays,0
#2618 875,14-Oct-20,Wednesday,19,MasterCard,PIN,£391,ATM,Food,USA,USA,USA,M,34,Halifax,0
#3249 975,14-Oct-20,Wednesday,7,Visa,PIN,£6,ATM,Children,USA,USA,USA,F,29.3,Barclays,0
#3174 079,14-Oct-20,Wednesday,21,Visa,PIN,£223,ATM,Gaming,USA,USA,USA,F,30.1,Barclays,0
#3296 448,13-Oct-20,Tuesday,9,MasterCard,PIN,£171,ATM,Restaurant,USA,USA,USA,M,48.2,Barclays,0
#3552 118,13-Oct-20,Tuesday,11,MasterCard,PIN,£22,ATM,Gaming,USA,USA,USA,F,41.5,Halifax,0
#3625 716,13-Oct-20,Tuesday,15,MasterCard,PIN,£9,ATM,Food,USA,USA,United Kingdom,F,41,Monzo,0
#3027 762,13-Oct-20,Tuesday,19,MasterCard,PIN,£155,ATM,Services,USA,USA,USA,F,48.1,Monzo,0
#2591 548,13-Oct-20,Tuesday,10,MasterCard,PIN,£175,ATM,Electronics,USA,USA,United Kingdom,M,61.9,HSBC,0
#3221 139,14-Oct-20,Wednesday,13,MasterCard,PIN,£377,ATM,Entertainment,USA,USA,USA,M,44,Metro,0
